,RBP?,cluster,phase,meanLogFC,pvalue,p_adjust,Product Description,Input ID,Paralog count,Chromosome,Genomic Location (Gene),Genomic Location (Transcript)
C4B63_22g28,No,early,15.4204172206774,0.959824963100058,0,0,conserved hypothetical protein,C4B63_22g28,3,Not Assigned,"PRFA01000022:100,887..101,954(+)",PRFA01000022:100887..101954(+)
C4B63_22g44,No,middle,17.1631000188136,0.165851210293148,0,0,conserved hypothetical protein,C4B63_22g44,0,Not Assigned,"PRFA01000022:131,178..134,012(+)",PRFA01000022:131178..134012(+)
C4B63_22g59,No,middle,26.5883146455314,1.31871610911392,0,0,cytidine triphosphate synthase,C4B63_22g59,0,Not Assigned,"PRFA01000022:155,475..157,250(+)",PRFA01000022:155475..157250(+)
C4B63_22g738c,No,middle,18.4635309741108,0.308339645004678,0,0,calpain-like cysteine peptidase,C4B63_22g738c,0,Not Assigned,"PRFA01000022:434,024..434,446(+)",PRFA01000022:434024..434446(+)
C4B63_22g743c,No,middle,21.770832145915,1.1157929660857,0,0,calpain-like cysteine peptidase,C4B63_22g743c,0,Not Assigned,"PRFA01000022:436,067..436,459(+)",PRFA01000022:436067..436459(+)
C4B63_22g95,No,middle,17.0095473319353,0.196824040996259,0,0,conserved hypothetical protein,C4B63_22g95,0,Not Assigned,"PRFA01000022:252,731..254,713(+)",PRFA01000022:252731..254713(+)
C4B63_233g19,No,early,13.8023455763393,0.532216919183234,0,0,ribosomal protein L15,C4B63_233g19,2,Not Assigned,"PRFA01000233:38,180..38,794(+)",PRFA01000233:38180..38794(+)
C4B63_235g17,No,middle,27.8383360936275,1.54346908089327,0,0,paraflagellar rod component,C4B63_235g17,1,Not Assigned,"PRFA01000235:32,706..34,472(+)",PRFA01000235:32706..34472(+)
C4B63_23g102,No,middle,27.5459169686308,0.593082718394621,0,0,RAB GDP dissociation inhibitor alpha,C4B63_23g102,0,Not Assigned,"PRFA01000023:373,599..374,936(+)",PRFA01000023:373599..374936(+)
C4B63_23g120,No,late,31.402537030159,0.885102853914079,0,0,N-acetylglucosamyl transferase component GPI1,C4B63_23g120,0,Not Assigned,"PRFA01000023:420,281..422,743(+)",PRFA01000023:420281..422743(+)
C4B63_23g1229c,No,middle,24.0951070362796,0.208602869483933,0,0,ribosomal protein L39,C4B63_23g1229c,1,Not Assigned,"PRFA01000023:308,096..308,251(-)",PRFA01000023:308096..308251(-)
C4B63_23g132,No,early,11.3044700454238,1.17429756860373,0,0,diacylglycerol kinase-like protein,C4B63_23g132,0,Not Assigned,"PRFA01000023:444,206..445,342(+)",PRFA01000023:444206..445342(+)
C4B63_23g18,No,middle,16.363228153167,0.655261390607901,0,0,MFS transporter,C4B63_23g18,0,Not Assigned,"PRFA01000023:42,161..43,816(+)",PRFA01000023:42161..43816(+)
C4B63_23g196,No,middle,20.6069579786989,0.307930076565532,0,0,60S ribosomal protein L13,C4B63_23g196,1,Not Assigned,"PRFA01000023:289,176..289,961(-)",PRFA01000023:289176..289961(-)
C4B63_23g204,No,middle,20.107741960979,0.474453898972714,0,0,"ATP-dependent 6-phosphofructokinase, glycosomal",C4B63_23g204,0,Not Assigned,"PRFA01000023:278,913..280,259(-)",PRFA01000023:278913..280259(-)
C4B63_23g209,No,middle,27.4235342611804,1.96538359180039,0,0,conserved hypothetical protein,C4B63_23g209,0,Not Assigned,"PRFA01000023:267,327..268,361(-)",PRFA01000023:267327..268361(-)
C4B63_23g212,No,middle,22.1576633712951,0.249889730132679,0,0,serine/threonine-protein kinase,C4B63_23g212,1,Not Assigned,"PRFA01000023:264,876..265,628(-)",PRFA01000023:264876..265628(-)
C4B63_23g217,No,middle,20.7659166615752,0.507675023241028,0,0,Present in the outer mitochondrial membrane proteome 24,C4B63_23g217,0,Not Assigned,"PRFA01000023:249,127..253,896(-)",PRFA01000023:249127..253896(-)
C4B63_23g224,No,middle,27.2450592970012,1.45921513911987,0,0,conserved hypothetical protein,C4B63_23g224,0,Not Assigned,"PRFA01000023:232,782..233,807(-)",PRFA01000023:232782..233807(-)
C4B63_23g240,No,middle,16.9395908461251,0.290211475455403,0,0,Eukaryotic translation initiation factor 2 subunit alpha,C4B63_23g240,0,Not Assigned,"PRFA01000023:204,203..205,459(-)",PRFA01000023:204203..205459(-)
C4B63_23g242,No,middle,17.5853055070166,0.250946770220139,0,0,radial spoke protein RSP10,C4B63_23g242,0,Not Assigned,"PRFA01000023:199,688..200,659(-)",PRFA01000023:199688..200659(-)
C4B63_23g263,No,early,14.3902055219896,0.40215090917431,4.94602567790992E-08,0.000656189226688308,conserved hypothetical protein,C4B63_23g263,0,Not Assigned,"PRFA01000023:150,651..155,795(-)",PRFA01000023:150651..155795(-)
C4B63_23g264,No,late,31.8376288221866,0.474178804093425,0,0,6-phosphofructo-2-kinase 1,C4B63_23g264,1,Not Assigned,"PRFA01000023:146,139..149,201(-)",PRFA01000023:146139..149201(-)
C4B63_23g28,No,middle,28.8720339408138,0.567102911111714,0,0,kinetoplastid-specific dual specificity phosphatase,C4B63_23g28,1,Not Assigned,"PRFA01000023:69,902..70,771(+)",PRFA01000023:69902..70771(+)
C4B63_23g41,No,middle,19.4466062741914,0.143763214405212,0,0,conserved hypothetical protein,C4B63_23g41,0,Not Assigned,"PRFA01000023:102,785..103,729(+)",PRFA01000023:102785..103729(+)
C4B63_23g89c,No,early,12.1370503482035,0.765906741516925,0,0,60S acidic ribosomal protein P2,C4B63_23g89c,0,Not Assigned,"PRFA01000023:48,043..48,390(+)",PRFA01000023:48043..48390(+)
C4B63_240g10,No,early,11.4527502814497,0.82079609093536,0,0,"trans-sialidase, Group II",C4B63_240g10,710,Not Assigned,"PRFA01000240:25,502..27,745(+)",PRFA01000240:25502..27745(+)
C4B63_243g4,No,early,11.2560615356906,0.620973834082804,0,0,Present in the outer mitochondrial membrane proteome 37,C4B63_243g4,2,Not Assigned,"PRFA01000243:5,024..6,763(+)",PRFA01000243:5024..6763(+)
C4B63_24g1258c,No,early,15.8018815485198,0.298137536512766,0,0,conserved hypothetical protein,C4B63_24g1258c,0,Not Assigned,"PRFA01000024:313,154..313,495(-)",PRFA01000024:313154..313495(-)
C4B63_24g1404c,No,early,11.9069763317475,0.792446794893326,0,0,60S ribosomal protein L35,C4B63_24g1404c,2,Not Assigned,"PRFA01000024:223,659..224,042(-)",PRFA01000024:223659..224042(-)
C4B63_24g1406c,No,early,12.6568820629131,0.632583315006095,0,0,60S ribosomal protein L35,C4B63_24g1406c,2,Not Assigned,"PRFA01000024:222,981..223,364(-)",PRFA01000024:222981..223364(-)
C4B63_24g1533c,No,middle,18.8184620352282,0.28722795439518,0,0,conserved hypothetical protein,C4B63_24g1533c,0,Not Assigned,"PRFA01000024:141,180..141,440(-)",PRFA01000024:141180..141440(-)
C4B63_24g185,No,middle,27.7480036227118,0.462180960180432,0,0,Present in the outer mitochondrial membrane proteome 2,C4B63_24g185,1,Not Assigned,"PRFA01000024:442,809..443,807(-)",PRFA01000024:442809..443807(-)
C4B63_24g187,No,middle,22.8266465408552,0.239096126974105,0,0,conserved hypothetical protein,C4B63_24g187,0,Not Assigned,"PRFA01000024:431,538..433,562(-)",PRFA01000024:431538..433562(-)
C4B63_24g188,No,middle,27.8411113020472,0.455364384645743,0,0,conserved hypothetical protein,C4B63_24g188,0,Not Assigned,"PRFA01000024:429,828..430,544(-)",PRFA01000024:429828..430544(-)
C4B63_24g193,No,middle,25.752526610009,1.10432191311408,0,0,Protein KIAA0556,C4B63_24g193,0,Not Assigned,"PRFA01000024:417,432..420,344(-)",PRFA01000024:417432..420344(-)
C4B63_24g196,No,middle,19.8882265681294,0.341055098176916,0,0,microtubule-associated protein,C4B63_24g196,2,Not Assigned,"PRFA01000024:400,666..407,337(-)",PRFA01000024:400666..407337(-)
C4B63_24g197,No,middle,24.1803588605061,0.808646327686936,0,0,nucleolar protein,C4B63_24g197,0,Not Assigned,"PRFA01000024:397,284..399,671(-)",PRFA01000024:397284..399671(-)
C4B63_24g199,No,late,40.3370879805353,2.61414176327792,0,0,conserved hypothetical protein,C4B63_24g199,1,Not Assigned,"PRFA01000024:393,546..394,139(-)",PRFA01000024:393546..394139(-)
C4B63_24g202,No,late,36.8424981165681,2.02697446196699,0,0,conserved hypothetical protein,C4B63_24g202,1,Not Assigned,"PRFA01000024:390,992..391,627(-)",PRFA01000024:390992..391627(-)
C4B63_24g203,No,middle,20.0538865419741,0.734239928401248,0,0,conserved hypothetical protein,C4B63_24g203,0,Not Assigned,"PRFA01000024:388,579..389,403(-)",PRFA01000024:388579..389403(-)
C4B63_24g224,No,late,37.0342593215867,1.02126690989598,0,0,conserved hypothetical protein,C4B63_24g224,0,Not Assigned,"PRFA01000024:330,322..330,936(-)",PRFA01000024:330322..330936(-)
C4B63_24g228,No,middle,16.0371971183665,0.22715550512321,0,0,conserved hypothetical protein,C4B63_24g228,1,Not Assigned,"PRFA01000024:315,886..317,016(-)",PRFA01000024:315886..317016(-)
C4B63_24g230,No,middle,23.2525337469989,0.379486162328496,0,0,conserved hypothetical protein,C4B63_24g230,0,Not Assigned,"PRFA01000024:314,293..315,213(-)",PRFA01000024:314293..315213(-)
C4B63_24g304,No,middle,23.3813817236394,0.33045413382159,0,0,conserved hypothetical protein,C4B63_24g304,0,Not Assigned,"PRFA01000024:145,670..147,016(-)",PRFA01000024:145670..147016(-)
C4B63_24g310,No,late,32.6914307603632,1.08050538057442,0,0,conserved hypothetical protein,C4B63_24g310,0,Not Assigned,"PRFA01000024:129,889..132,237(-)",PRFA01000024:129889..132237(-)
C4B63_24g319,No,middle,16.4560414085235,0.525480464748595,0,0,conserved hypothetical protein,C4B63_24g319,0,Not Assigned,"PRFA01000024:115,529..116,440(-)",PRFA01000024:115529..116440(-)
C4B63_24g324,No,middle,27.5562947448148,0.73119973594479,0,0,conserved hypothetical protein,C4B63_24g324,2,Not Assigned,"PRFA01000024:109,642..110,145(-)",PRFA01000024:109642..110145(-)
C4B63_250g25,No,early,14.9378679717153,0.566327132503207,0,0,retrotransposon hot spot (RHS) protein,C4B63_250g25,704,Not Assigned,"PRFA01000250:1,867..3,501(-)",PRFA01000250:1867..3501(-)
C4B63_255g21,No,middle,21.2263216052316,0.390314993193055,0,0,calreticulin,C4B63_255g21,1,Not Assigned,"PRFA01000255:14,248..15,459(-)",PRFA01000255:14248..15459(-)
C4B63_257g3,No,early,12.6062018733897,0.692548587329858,0,0,amino acid transporter,C4B63_257g3,60,Not Assigned,"PRFA01000257:35,264..36,058(-)",PRFA01000257:35264..36058(-)
C4B63_258g21,No,early,14.1094034938598,0.589562455927352,0,0,lipase,C4B63_258g21,24,Not Assigned,"PRFA01000258:26,617..27,645(-)",PRFA01000258:26617..27645(-)
C4B63_25g106,No,middle,22.0445533638044,0.221834273774069,0,0,Lariat debranching enzyme,C4B63_25g106,0,Not Assigned,"PRFA01000025:399,277..400,758(+)",PRFA01000025:399277..400758(+)
C4B63_25g113,No,middle,18.3823020233324,0.386934803395326,0,0,GMP reductase,C4B63_25g113,5,Not Assigned,"PRFA01000025:413,802..415,277(+)",PRFA01000025:413802..415277(+)
C4B63_25g192,No,middle,18.4973143707495,0.361968981180287,0,0,NAA35,C4B63_25g192,0,Not Assigned,"PRFA01000025:327,575..329,785(-)",PRFA01000025:327575..329785(-)
C4B63_25g206,No,middle,23.3082646546892,0.383893129118069,0,0,"hydrolase, alpha/beta fold family",C4B63_25g206,0,Not Assigned,"PRFA01000025:290,273..291,211(-)",PRFA01000025:290273..291211(-)
C4B63_25g228,No,middle,18.8083996231596,0.619149190011352,0,0,Putative uridine kinase C227.14,C4B63_25g228,0,Not Assigned,"PRFA01000025:244,009..244,761(-)",PRFA01000025:244009..244761(-)
C4B63_25g237,No,middle,22.9430486756267,0.375232241613927,0,0,eukaryotic translation initiation factor 3 subunit b,C4B63_25g237,0,Not Assigned,"PRFA01000025:215,658..217,748(-)",PRFA01000025:215658..217748(-)
C4B63_25g279,No,early,15.2460000973089,0.433139317177529,0,0,J Biosynthesis Protein 2,C4B63_25g279,0,Not Assigned,"PRFA01000025:110,016..113,276(-)",PRFA01000025:110016..113276(-)
C4B63_25g294,No,middle,18.5071171229086,0.535334162323025,0,0,Thioredoxin-like,C4B63_25g294,0,Not Assigned,"PRFA01000025:82,330..82,929(-)",PRFA01000025:82330..82929(-)
C4B63_25g303,No,middle,26.5677968355366,0.36669906382193,0,0,conserved hypothetical protein,C4B63_25g303,0,Not Assigned,"PRFA01000025:67,492..68,046(-)",PRFA01000025:67492..68046(-)
C4B63_25g312,No,middle,17.6140370732274,0.326542411285937,0,0,proteasome alpha 3 subunit,C4B63_25g312,0,Not Assigned,"PRFA01000025:50,825..51,685(-)",PRFA01000025:50825..51685(-)
C4B63_25g313,No,middle,23.4767841103343,0.729111272928485,0,0,Putrescine-cadaverine transporter,C4B63_25g313,1,Not Assigned,"PRFA01000025:48,201..49,730(-)",PRFA01000025:48201..49730(-)
C4B63_261g22c,No,middle,20.5329286113844,0.40548163142878,0,0,conserved hypothetical protein,C4B63_261g22c,1,Not Assigned,"PRFA01000261:12,961..13,404(+)",PRFA01000261:12961..13404(+)
C4B63_26g192,No,middle,20.5210272541464,0.718345496467548,0,0,divalent cation transporter,C4B63_26g192,0,Not Assigned,"PRFA01000026:350,275..351,336(-)",PRFA01000026:350275..351336(-)
C4B63_26g194,No,middle,19.6969718719876,0.302722462136679,0,0,radical S-adenosyl-L-methionine (SAM),C4B63_26g194,2,Not Assigned,"PRFA01000026:346,614..347,804(-)",PRFA01000026:346614..347804(-)
C4B63_26g202,No,middle,19.5552246915748,0.415284294456687,0,0,ribosomal protein S6,C4B63_26g202,0,Not Assigned,"PRFA01000026:333,459..333,839(-)",PRFA01000026:333459..333839(-)
C4B63_26g214,No,middle,21.4884320889098,0.497971872315715,0,0,nucleolar RNA binding protein,C4B63_26g214,0,Not Assigned,"PRFA01000026:312,771..314,075(-)",PRFA01000026:312771..314075(-)
C4B63_26g233,No,middle,23.4892844621004,0.680113685033604,0,0,mitochondrial DNA topoisomerase II,C4B63_26g233,1,Not Assigned,"PRFA01000026:281,242..284,940(-)",PRFA01000026:281242..284940(-)
C4B63_26g252,No,middle,17.3628736819085,0.405872183279819,0,0,nucleosome assembly protein-like protein,C4B63_26g252,3,Not Assigned,"PRFA01000026:238,482..239,834(-)",PRFA01000026:238482..239834(-)
C4B63_26g253,No,middle,19.9887546606213,0.700787089651548,0,0,tryparedoxin peroxidase,C4B63_26g253,8,Not Assigned,"PRFA01000026:237,090..237,689(-)",PRFA01000026:237090..237689(-)
C4B63_26g261,No,middle,20.351174846629,0.677761525404152,0,0,glutamate dehydrogenase,C4B63_26g261,1,Not Assigned,"PRFA01000026:224,353..227,355(-)",PRFA01000026:224353..227355(-)
C4B63_26g268,No,early,11.6828396691172,0.97727650583844,0,0,40S ribosomal protein S3,C4B63_26g268,1,Not Assigned,"PRFA01000026:213,784..214,428(-)",PRFA01000026:213784..214428(-)
C4B63_26g274,No,middle,24.8487566384657,0.275258536374411,0,0,calmodulin,C4B63_26g274,0,Not Assigned,"PRFA01000026:206,715..207,188(-)",PRFA01000026:206715..207188(-)
C4B63_26g308,No,middle,19.8984294260613,0.256195262772842,0,0,conserved hypothetical protein,C4B63_26g308,1,Not Assigned,"PRFA01000026:146,559..147,242(-)",PRFA01000026:146559..147242(-)
C4B63_275g8,No,early,13.0714432419716,0.476868354825041,0,0,polyubiquitin,C4B63_275g8,15,Not Assigned,"PRFA01000275:13,271..15,025(+)",PRFA01000275:13271..15025(+)
C4B63_278g11,No,middle,25.2852524398043,0.457799685701893,0,0,Glucose-dependent insulinotropic receptor,C4B63_278g11,4,Not Assigned,"PRFA01000278:27,026..28,042(+)",PRFA01000278:27026..28042(+)
C4B63_278g6,No,late,31.8606841372201,1.11464140781402,0,0,endosomal trafficking protein RME-8,C4B63_278g6,1,Not Assigned,"PRFA01000278:9,886..16,578(+)",PRFA01000278:9886..16578(+)
C4B63_279g11,No,middle,17.3661258252173,0.865781337762596,0,0,alpha tubulin,C4B63_279g11,9,Not Assigned,"PRFA01000279:14,472..14,927(-)",PRFA01000279:14472..14927(-)
C4B63_27g1015c,No,middle,21.3469614350808,0.195328639209612,0,0,conserved hypothetical protein,C4B63_27g1015c,0,Not Assigned,"PRFA01000027:397,666..397,989(-)",PRFA01000027:397666..397989(-)
C4B63_27g1020c,Yes,middle,22.9317827575529,0.425968760889071,0,0,RNA-binding protein,C4B63_27g1020c,0,Not Assigned,"PRFA01000027:389,979..390,353(-)",PRFA01000027:389979..390353(-)
C4B63_27g180,No,middle,20.4919685030706,0.262744260709619,0,0,ATP-dependent protease ATPase subunit HslU2,C4B63_27g180,0,Not Assigned,"PRFA01000027:357,941..359,413(-)",PRFA01000027:357941..359413(-)
C4B63_27g220,No,late,31.2737440803867,1.39868811801076,0,0,Flagellum attachment zone protein 3,C4B63_27g220,1,Not Assigned,"PRFA01000027:265,106..266,278(-)",PRFA01000027:265106..266278(-)
C4B63_282g14,No,early,12.1649519393069,1.07141138829633,0,0,"X-pro, dipeptidyl-peptidase,serine peptidase, Clan SC, family S15",C4B63_282g14,2,Not Assigned,"PRFA01000282:22,654..24,687(-)",PRFA01000282:22654..24687(-)
C4B63_289g4,No,middle,21.5241960639009,0.79017626343386,0,0,glutamate dehydrogenase,C4B63_289g4,3,Not Assigned,"PRFA01000289:4,859..6,109(+)",PRFA01000289:4859..6109(+)
C4B63_28g105,No,middle,17.6346140558893,0.339738521981805,0,0,DNA repair and recombination protein RAD54,C4B63_28g105,0,Not Assigned,"PRFA01000028:225,349..228,492(+)",PRFA01000028:225349..228492(+)
C4B63_28g106,No,middle,18.2639165036297,0.50382120570538,0,0,malic enzyme,C4B63_28g106,1,Not Assigned,"PRFA01000028:229,136..230,833(+)",PRFA01000028:229136..230833(+)
C4B63_28g107,No,middle,17.516625402709,0.263293513760708,0,0,malic enzyme,C4B63_28g107,1,Not Assigned,"PRFA01000028:231,785..233,263(+)",PRFA01000028:231785..233263(+)
C4B63_28g112,No,early,14.4078656536023,0.464029668769206,0,0,mitochondrial RNA binding protein 1,C4B63_28g112,0,Not Assigned,"PRFA01000028:243,064..245,496(+)",PRFA01000028:243064..245496(+)
C4B63_28g114,No,middle,22.7285589825597,0.457715129344871,0,0,triosephosphate isomerase,C4B63_28g114,0,Not Assigned,"PRFA01000028:247,183..247,938(+)",PRFA01000028:247183..247938(+)
C4B63_28g149,No,middle,20.8731962108797,0.664364503711628,0,0,conserved hypothetical protein,C4B63_28g149,0,Not Assigned,"PRFA01000028:314,477..315,925(+)",PRFA01000028:314477..315925(+)
C4B63_28g170,No,middle,26.0362494530056,1.00029670504089,0,0,Eukaryotic translation initiation factor 1,C4B63_28g170,0,Not Assigned,"PRFA01000028:354,674..355,003(+)",PRFA01000028:354674..355003(+)
C4B63_28g171,Yes,middle,25.6906902829968,0.586702077408231,0,0,RNA-binding protein 38,C4B63_28g171,0,Not Assigned,"PRFA01000028:356,444..358,042(+)",PRFA01000028:356444..358042(+)
C4B63_28g64,No,early,13.0893355398022,1.01830223441816,0,0,aspartate aminotransferase,C4B63_28g64,1,Not Assigned,"PRFA01000028:135,672..136,928(+)",PRFA01000028:135672..136928(+)
C4B63_293g4,No,middle,19.3349182268683,0.375183870959611,0,0,I/6 autoantigen,C4B63_293g4,1,Not Assigned,"PRFA01000293:17,967..18,611(+)",PRFA01000293:17967..18611(+)
C4B63_295g27,No,middle,21.6932265476245,0.285395030113284,0,0,60S ribosomal protein L6,C4B63_295g27,3,Not Assigned,"PRFA01000295:2,535..3,116(-)",PRFA01000295:2535..3116(-)
C4B63_297g15,No,early,12.6708867374569,0.820266727521874,0,0,60S ribosomal protein L18a,C4B63_297g15,2,Not Assigned,"PRFA01000297:25,791..26,330(+)",PRFA01000297:25791..26330(+)
C4B63_2g11,No,middle,24.0097346222255,0.283023492969343,0,0,60S ribosomal protein L26,C4B63_2g11,1,Not Assigned,"PRFA01000002:35,070..35,501(+)",PRFA01000002:35070..35501(+)
C4B63_2g159,No,middle,26.4862708844798,1.06938373525309,0,0,conserved hypothetical protein,C4B63_2g159,1,Not Assigned,"PRFA01000002:525,442..526,134(+)",PRFA01000002:525442..526134(+)
C4B63_2g1604c,No,early,14.2927615188341,0.597592241685017,0,0,60S ribosomal protein L37,C4B63_2g1604c,1,Not Assigned,"PRFA01000002:997,127..997,381(+)",PRFA01000002:997127..997381(+)
C4B63_2g161,No,late,36.3640021459431,1.09693577059145,0,0,Ras-related protein Rab4,C4B63_2g161,0,Not Assigned,"PRFA01000002:532,924..533,589(+)",PRFA01000002:532924..533589(+)
C4B63_2g1634c,No,middle,24.6087037916589,1.05779941350838,0,0,conserved hypothetical protein,C4B63_2g1634c,0,Not Assigned,"PRFA01000002:1,012,761..1,013,120(+)",PRFA01000002:1012761..1013120(+)
C4B63_2g163c,No,middle,24.0462331184368,0.201874425773719,0,0,kinetoplastid membrane protein 11,C4B63_2g163c,2,Not Assigned,"PRFA01000002:111,262..111,537(+)",PRFA01000002:111262..111537(+)
C4B63_2g164,No,middle,25.9304915199638,0.807171056573124,0,0,heat shock protein DNAJ(fragment),C4B63_2g164,0,Not Assigned,"PRFA01000002:539,464..540,414(+)",PRFA01000002:539464..540414(+)
C4B63_2g166c,No,middle,23.0633666114355,0.319190384898855,0,0,kinetoplastid membrane protein 11,C4B63_2g166c,2,Not Assigned,"PRFA01000002:112,362..112,640(+)",PRFA01000002:112362..112640(+)
C4B63_2g174,Yes,middle,25.1205938661939,1.40040815318444,0,0,polyadenylate-binding protein 1,C4B63_2g174,1,Not Assigned,"PRFA01000002:559,584..561,236(+)",PRFA01000002:559584..561236(+)
C4B63_2g199,No,early,14.8162398972408,1.03210309740907,0,0,prostaglandin F2alpha synthase,C4B63_2g199,13,Not Assigned,"PRFA01000002:606,891..608,030(+)",PRFA01000002:606891..608030(+)
C4B63_2g208c,No,middle,17.8602592648263,0.636794035891695,0,0,aminopeptidase P,C4B63_2g208c,2,Not Assigned,"PRFA01000002:150,925..151,332(+)",PRFA01000002:150925..151332(+)
C4B63_2g223,No,middle,16.7637554135062,0.512453731338434,0,0,conserved hypothetical protein,C4B63_2g223,0,Not Assigned,"PRFA01000002:660,468..661,424(+)",PRFA01000002:660468..661424(+)
C4B63_2g229,No,middle,19.3184856034487,0.585619450805155,0,0,mitochondrial phosphate transporter,C4B63_2g229,0,Not Assigned,"PRFA01000002:670,487..671,437(+)",PRFA01000002:670487..671437(+)
C4B63_2g235,No,middle,21.5707303517598,0.454595481649052,0,0,Co-chaperone protein P23,C4B63_2g235,1,Not Assigned,"PRFA01000002:684,362..684,925(+)",PRFA01000002:684362..684925(+)
C4B63_2g30,No,middle,22.6837227786973,0.370393218994259,0,0,"rieske iron-sulfur protein, mitochondrial precursor",C4B63_2g30,0,Not Assigned,"PRFA01000002:71,862..72,755(+)",PRFA01000002:71862..72755(+)
C4B63_2g309,No,late,40.3635273148989,1.55092214893309,0,0,NIMA-related kinase,C4B63_2g309,3,Not Assigned,"PRFA01000002:844,753..846,180(+)",PRFA01000002:844753..846180(+)
C4B63_2g311,No,middle,28.7476220997831,0.236563687105827,0,0,conserved hypothetical protein,C4B63_2g311,0,Not Assigned,"PRFA01000002:850,770..851,390(+)",PRFA01000002:850770..851390(+)
C4B63_2g318,Yes,middle,27.1305874125551,2.79020042907823,0,0,conserved hypothetical protein,C4B63_2g318,0,Not Assigned,"PRFA01000002:864,821..865,768(+)",PRFA01000002:864821..865768(+)
C4B63_2g319,Yes,middle,26.2483087284831,0.883434685612369,0,0,conserved hypothetical protein,C4B63_2g319,0,Not Assigned,"PRFA01000002:869,303..872,392(+)",PRFA01000002:869303..872392(+)
C4B63_2g331,Yes,middle,17.7817869547493,0.298859034874588,0,0,polyadenylate-binding protein 1,C4B63_2g331,1,Not Assigned,"PRFA01000002:897,548..899,248(+)",PRFA01000002:897548..899248(+)
C4B63_2g367,No,middle,20.5731507065178,0.187242115777358,0,0,nucleolar GTP-binding protein 1,C4B63_2g367,0,Not Assigned,"PRFA01000002:971,763..973,727(+)",PRFA01000002:971763..973727(+)
C4B63_2g380,No,late,29.9142268419129,0.244249098217836,0,0,phosphoribosylpyrophosphate synthetase,C4B63_2g380,1,Not Assigned,"PRFA01000002:990,905..991,993(+)",PRFA01000002:990905..991993(+)
C4B63_2g387,No,early,13.5210392798676,0.495386700503157,0,0,Nucleoporin,C4B63_2g387,0,Not Assigned,"PRFA01000002:1,007,628..1,009,970(+)",PRFA01000002:1007628..1009970(+)
C4B63_2g398,No,middle,17.1793618733109,0.32636373466096,0,0,conserved hypothetical protein,C4B63_2g398,0,Not Assigned,"PRFA01000002:1,034,325..1,037,573(+)",PRFA01000002:1034325..1037573(+)
C4B63_2g411,No,middle,18.3843579810864,0.530451516795605,0,0,conserved hypothetical protein,C4B63_2g411,0,Not Assigned,"PRFA01000002:1,058,765..1,059,802(+)",PRFA01000002:1058765..1059802(+)
C4B63_2g425,No,late,41.8004159619216,1.0851892048059,0,0,"succinyl-coA:3-ketoacid-coenzyme A transferase, mitochondrial precursor",C4B63_2g425,0,Not Assigned,"PRFA01000002:1,087,528..1,089,003(+)",PRFA01000002:1087528..1089003(+)
C4B63_2g430,No,early,15.1815824771761,0.94176804332785,0,0,heat shock protein,C4B63_2g430,0,Not Assigned,"PRFA01000002:1,097,724..1,099,979(+)",PRFA01000002:1097724..1099979(+)
C4B63_2g433,No,middle,24.2124396786707,1.08265090494021,0,0,conserved hypothetical protein,C4B63_2g433,0,Not Assigned,"PRFA01000002:1,105,829..1,107,055(+)",PRFA01000002:1105829..1107055(+)
C4B63_2g452,No,middle,18.4008106486402,0.413978735216819,0,0,Frag1/DRAM/Sfk1 family,C4B63_2g452,1,Not Assigned,"PRFA01000002:1,146,474..1,148,405(+)",PRFA01000002:1146474..1148405(+)
C4B63_2g455,No,middle,18.4393555050026,0.335788367401273,0,0,Cytoplasmic dynein 2 heavy chain (DYNC2H1),C4B63_2g455,33,Not Assigned,"PRFA01000002:1,153,693..1,166,694(+)",PRFA01000002:1153693..1166694(+)
C4B63_2g456,No,early,15.1226432930264,0.716770521117094,0,0,Tubulin--tyrosine ligase-like protein 12,C4B63_2g456,0,Not Assigned,"PRFA01000002:1,167,158..1,169,143(+)",PRFA01000002:1167158..1169143(+)
C4B63_2g485,No,middle,17.4143691966842,0.450801963475151,0,0,"T-complex protein 1, beta subunit",C4B63_2g485,1,Not Assigned,"PRFA01000002:1,336,469..1,338,058(+)",PRFA01000002:1336469..1338058(+)
C4B63_2g510,No,middle,21.1626188372872,0.269603534542056,0,0,arginyl-tRNA synthetase,C4B63_2g510,2,Not Assigned,"PRFA01000002:1,311,231..1,311,707(-)",PRFA01000002:1311231..1311707(-)
C4B63_2g544,No,early,15.0042756370515,0.31753379663794,0,0,conserved hypothetical protein,C4B63_2g544,0,Not Assigned,"PRFA01000002:1,244,058..1,244,543(-)",PRFA01000002:1244058..1244543(-)
C4B63_2g551,No,middle,24.1798816787367,0.998858843440273,0,0,Eukaryotic translation initiation factor 4E-1,C4B63_2g551,0,Not Assigned,"PRFA01000002:1,220,289..1,221,074(-)",PRFA01000002:1220289..1221074(-)
C4B63_2g558,No,middle,24.3125038006825,0.355909978999186,0,0,eukaryotic peptide chain release factor subunit 1,C4B63_2g558,0,Not Assigned,"PRFA01000002:1,203,863..1,205,221(-)",PRFA01000002:1203863..1205221(-)
C4B63_2g690,No,early,11.3349048338726,1.30819903236525,0,0,chaperonin alpha subunit,C4B63_2g690,0,Not Assigned,"PRFA01000002:493,651..495,357(-)",PRFA01000002:493651..495357(-)
